order_item_id,order_id,product_id,quantity,unit_price,total_price,discount
687,162,69,3,277.44,832.32,0.0
688,162,36,1,391.16,391.16,0.0
689,162,157,4,154.07,616.28,0.0
690,163,160,5,26.55,132.75,0.0
691,163,222,3,107.01,321.03,0.0
692,163,261,1,198.61,198.61,0.0
693,164,50,2,408.43,816.86,0.0
694,164,33,4,453.14,1812.56,0.0
695,164,158,2,317.82,635.64,0.0
696,164,92,-3,239.12,-717.36,0.0
697,165,335,5,471.21,2221.64,134.41
698,165,247,1,387.22,387.22,0.0
699,165,94,5,237.4,1146.24,40.76
700,165,13,3,322.28,966.84,0.0
701,165,68,5,150.65,753.25,0.0
702,165,147,5,184.49,922.45,0.0
703,165,104,5,291.89,1459.45,0.0
704,165,15,5,60.37,301.85,0.0
705,166,218,5,72.04,360.2,0.0
706,167,288,3,160.11,480.33,0.0
707,167,225,2,474.52,949.04,0.0
708,167,44,3,417.69,1253.07,0.0
709,168,282,4,112.83,451.32,0.0
710,168,148,3,55.06,165.18,0.0
711,168,22,2,431.53,863.06,0.0
712,168,51,1,142.27,142.27,0.0
713,168,173,4,37.14,148.56,0.0
714,169,298,4,308.09,1232.36,0.0
715,169,241,5,191.7,934.43,24.07
716,169,45,2,110.78,221.56,0.0
717,169,205,1,362.94,362.94,0.0
718,169,330,2,460.91,921.82,0.0
719,169,22,4,431.53,1726.12,0.0
720,169,152,3,437.14,1311.42,0.0
721,169,299,3,250.72,752.16,0.0
722,170,175,4,491.59,1881.83,84.53
723,170,327,5,471.25,2356.25,0.0
724,170,34,4,371.91,1487.64,0.0
725,170,229,1,338.47,338.47,0.0
726,171,107,1,66.18,66.18,0.0
727,172,43,4,151.35,605.4,0.0
728,172,277,2,144.14,288.28,0.0
729,172,10,3,75.72,227.16,0.0
730,173,226,3,193.67,581.01,0.0
731,173,323,5,298.3,1470.88,20.62
732,173,75,1,228.0,228.0,0.0
733,174,47,2,307.58,615.16,0.0
734,174,42,2,474.69,949.38,0.0
735,175,32,1,372.5,372.5,0.0
736,175,84,2,230.14,460.28,0.0
737,175,82,2,261.89,523.78,0.0
738,176,294,5,90.52,452.6,0.0
739,176,298,5,308.09,1540.45,0.0
740,176,212,4,309.24,1236.96,0.0
741,176,309,1,52.31,52.31,0.0
742,176,127,1,203.39,176.49,26.9
743,176,1,3,115.49,346.47,0.0
744,177,27,3,204.87,601.02,13.59
745,177,336,1,445.43,445.43,0.0
746,177,262,2,62.45,116.21,8.69
747,177,147,1,184.49,184.49,0.0
748,177,266,3,197.47,592.41,0.0
749,177,274,1,137.61,137.61,0.0
750,177,180,2,422.05,844.1,0.0
751,177,326,2,422.92,845.84,0.0
752,178,144,1,281.19,281.19,0.0
753,178,242,1,126.06,126.06,0.0
754,178,201,2,14.24,28.48,0.0
755,178,235,5,398.51,1992.55,0.0
756,178,58,3,499.95,1499.85,0.0
757,178,162,2,490.51,981.02,0.0
758,178,224,3,337.9,1013.7,0.0
759,179,55,2,220.74,413.13,28.35
760,179,272,4,250.01,1000.04,0.0
761,179,264,4,401.02,1604.08,0.0
762,179,93,5,169.34,846.7,0.0
763,179,196,2,346.8,693.6,0.0
764,179,158,2,317.82,635.64,0.0
765,180,76,2,310.71,621.42,0.0
766,180,292,5,98.38,491.9,0.0
767,180,213,3,333.73,1001.19,0.0
768,180,329,5,345.81,1729.05,0.0
769,181,251,4,73.73,294.92,0.0
770,182,315,5,103.08,515.4,0.0
771,182,170,4,382.73,1450.04,80.88
772,183,17,1,464.81,464.81,0.0
773,184,122,2,51.15,96.13,6.17
774,184,18,3,64.9,194.7,0.0
775,184,89,5,374.41,1872.05,0.0
776,184,164,1,146.62,146.62,0.0
777,184,226,3,193.67,581.01,0.0
778,184,134,1,15.32,15.32,0.0
779,185,306,2,356.23,712.46,0.0
780,185,271,1,160.72,160.72,0.0
781,185,186,4,180.99,711.38,12.58
782,185,204,1,241.34,192.3,49.04
783,185,309,2,52.31,104.62,0.0
784,186,269,3,160.03,480.09,0.0
785,186,145,2,458.79,917.58,0.0
786,186,171,2,261.28,522.56,0.0
787,186,317,4,411.73,1578.45,68.47
788,186,246,2,496.33,913.73,78.93
789,186,320,2,274.54,549.08,0.0
790,186,294,3,90.52,244.64,26.92
791,187,308,2,486.42,972.84,0.0
792,187,64,1,263.26,263.26,0.0
793,188,198,1,434.49,434.49,0.0
794,188,24,1,359.47,359.47,0.0
795,188,319,3,143.49,430.47,0.0
796,188,11,5,257.22,1249.04,37.06
797,188,284,4,5.33,20.19,1.13
798,189,256,3,476.74,1430.22,0.0
799,189,79,2,414.18,828.36,0.0
800,189,192,1,422.09,422.09,0.0
801,189,185,2,407.67,815.34,0.0
802,190,164,5,146.62,733.1,0.0
803,190,108,4,17.39,69.56,0.0
804,191,22,3,431.53,1192.1,102.49
805,191,62,1,64.92,64.92,0.0
806,191,140,4,42.98,171.92,0.0
807,191,23,3,36.69,110.07,0.0
808,191,153,4,84.35,337.4,0.0
809,191,250,5,11.11,55.55,0.0
810,191,327,3,471.25,1413.75,0.0
811,191,166,4,275.01,1100.04,0.0
812,192,338,2,412.83,825.66,0.0
813,192,279,1,164.44,164.44,0.0
814,193,10,2,75.72,151.44,0.0
815,193,147,1,184.49,184.49,0.0
816,193,120,3,397.58,1192.74,0.0
817,193,181,4,288.21,1152.84,0.0
818,194,97,1,32.78,32.78,0.0
819,195,146,5,323.53,1617.65,0.0
820,195,107,4,66.18,264.72,0.0
821,195,119,3,314.04,942.12,0.0
822,196,272,4,250.01,1000.04,0.0
823,196,54,3,241.1,723.3,0.0
824,196,136,4,267.65,1070.6,0.0
825,196,312,3,107.78,323.34,0.0
826,196,160,4,26.55,106.2,0.0
827,196,342,4,17.47,69.88,0.0
828,197,163,2,103.74,182.49,24.99
829,197,22,4,431.53,1726.12,0.0
830,197,207,4,426.27,1705.08,0.0
831,197,332,2,348.12,696.24,0.0
832,197,97,4,32.78,131.12,0.0
833,197,293,3,40.15,120.45,0.0
834,197,330,2,460.91,921.82,0.0
835,198,85,4,283.13,1132.52,0.0
836,198,234,1,193.02,193.02,0.0
837,198,214,5,459.04,2295.2,0.0
838,198,168,1,184.84,184.84,0.0
839,198,254,3,303.59,910.77,0.0
840,198,174,2,116.0,232.0,0.0
841,198,229,5,338.47,1692.35,0.0
842,198,123,2,65.5,131.0,0.0
843,199,176,4,41.51,166.04,0.0
844,199,72,1,434.89,434.89,0.0
845,199,341,4,47.43,189.72,0.0
846,199,181,4,288.21,1152.84,0.0
847,199,253,-2,169.45,-386.46,47.56
848,200,133,3,14.28,42.84,0.0
849,200,92,4,239.12,956.48,0.0
850,200,68,1,150.65,150.65,0.0
851,200,97,2,32.78,65.56,0.0
852,200,22,3,431.53,1235.41,59.18
853,200,270,1,259.71,259.71,0.0
854,200,38,2,115.1,230.2,0.0
855,200,154,1,201.24,201.24,0.0
856,201,143,4,459.38,1837.52,0.0
857,201,74,5,283.61,1418.05,0.0
858,201,272,4,250.01,1000.04,0.0
859,201,10,4,75.72,302.88,0.0
860,201,346,3,212.7,638.1,0.0
861,201,106,5,483.42,2417.1,0.0
862,202,302,3,26.8,78.03,2.37
863,202,142,1,46.74,42.6,4.14
864,203,289,4,307.11,1192.53,35.91
865,203,82,4,261.89,1047.56,0.0
866,204,273,5,21.18,105.9,0.0
867,204,227,1,153.86,153.86,0.0
868,204,71,3,183.64,550.92,0.0
869,204,106,2,483.42,826.51,140.33
870,204,179,3,154.9,464.7,0.0
871,204,130,1,175.86,148.18,27.68
872,205,118,1,216.01,216.01,0.0
873,205,145,3,458.79,1376.37,0.0
874,206,26,2,241.01,482.02,0.0
875,207,304,5,93.78,468.9,0.0
876,207,45,1,110.78,110.78,0.0
877,207,309,4,52.31,209.24,0.0
878,207,259,4,385.63,1542.52,0.0
879,207,258,2,255.77,511.54,0.0
880,207,299,2,250.72,450.74,50.7
881,207,26,3,241.01,723.03,0.0
882,207,346,5,212.7,1063.5,0.0
883,208,123,5,65.5,327.5,0.0
884,208,194,5,486.17,2374.4,56.45
885,208,147,3,184.49,553.47,0.0
886,209,128,3,188.18,564.54,0.0
887,209,18,2,64.9,129.8,0.0
888,209,198,2,434.49,868.98,0.0
889,209,64,3,263.26,789.78,0.0
890,210,192,5,422.09,2110.45,0.0
891,210,237,5,189.73,948.65,0.0
892,210,82,4,261.89,1047.56,0.0
893,210,119,2,314.04,628.08,0.0
894,210,264,3,401.02,1203.06,0.0
895,211,37,3,462.62,1387.86,0.0
896,211,11,4,257.22,1028.88,0.0
897,211,165,5,487.1,2435.5,0.0
898,212,207,1,426.27,426.27,0.0
899,212,98,1,306.7,306.7,0.0
900,212,85,3,427.91,1283.73,0.0
901,212,190,3,469.78,1409.34,0.0
902,212,17,5,464.81,2324.05,0.0
903,212,66,3,426.22,1278.66,0.0
904,212,197,1,499.07,499.07,0.0
905,213,144,4,281.19,1124.76,0.0
906,213,40,1,93.39,93.39,0.0
907,213,126,3,415.58,1246.74,0.0
908,213,292,3,98.38,295.14,0.0
909,213,320,1,274.54,274.54,0.0
910,213,341,1,47.43,47.43,0.0
911,214,214,1,459.04,459.04,0.0
912,214,200,2,492.58,985.16,0.0
913,214,93,2,169.34,338.68,0.0
914,214,346,3,212.7,638.1,0.0
915,214,340,2,187.85,375.7,0.0
916,214,220,3,489.47,1468.41,0.0
917,214,100,1,481.2,481.2,0.0
918,215,223,5,483.87,2349.4,69.95
919,215,6,2,148.25,296.5,0.0
920,215,260,5,218.08,1090.4,0.0
921,215,141,3,454.98,1288.89,76.05
922,216,286,1,353.33,353.33,0.0
923,216,76,3,474.76,1424.28,0.0
924,216,124,1,256.17,256.17,0.0
925,216,119,5,314.04,1570.2,0.0
926,217,184,2,124.66,249.32,0.0
927,217,161,2,56.31,112.62,0.0
928,217,296,4,309.94,1239.76,0.0
929,217,237,4,189.73,758.92,0.0
930,218,264,1,401.02,401.02,0.0
931,218,265,5,399.89,1999.45,0.0
932,218,4,3,50.91,152.73,0.0
933,219,183,5,305.3,1526.5,0.0
934,220,260,2,218.08,436.16,0.0
935,221,253,3,169.45,463.41,44.94
936,221,111,2,469.83,939.66,0.0
937,221,320,5,274.54,1372.7,0.0
938,222,343,1,401.22,401.22,0.0
939,222,225,1,474.52,474.52,0.0
940,223,71,3,183.64,550.92,0.0
941,223,13,3,322.28,966.84,0.0
942,223,3,5,405.67,2028.35,0.0
943,223,119,5,314.04,1570.2,0.0
944,224,10,1,75.72,75.72,0.0
945,224,306,1,313.84,313.84,0.0
946,224,17,1,464.81,464.81,0.0
947,224,241,4,191.7,766.8,0.0
948,224,150,3,307.24,921.72,0.0
949,224,319,2,143.49,246.66,40.32
950,225,257,2,124.8,249.6,0.0
951,225,189,5,383.38,1916.9,0.0
952,225,143,1,459.38,459.38,0.0
953,226,210,1,378.11,378.11,0.0
954,226,319,4,143.49,538.93,35.03
955,226,147,2,184.49,368.98,0.0
956,226,65,1,111.35,111.35,0.0
957,226,61,5,201.34,950.4,56.3
958,227,274,4,137.61,550.44,0.0
959,227,268,1,61.54,61.54,0.0
960,227,42,1,474.69,474.69,0.0
961,227,248,5,177.99,889.95,0.0
962,227,340,4,187.85,751.4,0.0
963,228,179,3,154.9,454.67,10.03
964,228,189,3,383.38,1150.14,0.0
965,228,291,2,278.93,557.86,0.0
966,228,71,5,183.64,918.2,0.0
967,228,312,5,107.78,538.9,0.0
968,228,158,5,317.82,1589.1,0.0
969,228,114,3,407.46,1222.38,0.0
970,229,227,2,153.86,307.72,0.0
971,230,40,5,93.39,466.95,0.0
972,230,212,1,309.24,238.99,70.25
973,230,207,5,426.27,2131.35,0.0
974,230,93,5,169.34,846.7,0.0
975,230,21,3,214.67,644.01,0.0
976,230,250,4,11.11,44.44,0.0
977,230,82,3,261.89,730.34,55.33
978,231,96,3,489.28,1467.84,0.0
979,231,212,3,309.24,927.72,0.0
980,232,60,4,23.73,94.92,0.0
981,232,250,4,11.11,44.44,0.0
982,232,92,5,239.12,1195.6,0.0
983,232,135,4,296.49,1185.96,0.0
984,232,159,2,333.86,667.72,0.0
985,232,206,2,9.59,19.18,0.0
986,232,104,3,291.89,875.67,0.0
987,232,56,1,297.99,297.99,0.0
988,233,72,-2,434.89,-982.21,112.43
989,233,55,2,220.74,441.48,0.0
990,233,283,2,395.21,790.42,0.0
991,233,21,1,214.67,214.67,0.0
992,234,327,3,471.25,1413.75,0.0
993,234,185,2,407.67,815.34,0.0
994,235,200,1,255.38,194.11,61.27
995,236,43,2,151.35,302.7,0.0
996,236,319,1,143.49,143.49,0.0
997,236,193,5,168.96,844.8,0.0
998,236,158,5,317.82,1589.1,0.0
999,236,181,3,288.21,782.17,82.46
1000,237,189,4,383.38,1533.52,0.0
1001,237,220,3,489.47,1468.41,0.0
1002,237,202,1,466.85,466.85,0.0
1003,237,239,4,459.43,1837.72,0.0
1004,237,23,3,333.36,1000.08,0.0
1005,237,274,3,137.61,412.83,0.0
1006,238,171,3,261.28,783.84,0.0
1007,239,218,5,72.04,360.2,0.0
1008,239,301,3,183.26,549.78,0.0
1009,239,107,3,66.18,198.54,0.0
1010,239,312,2,107.78,215.56,0.0
1011,239,210,1,378.11,378.11,0.0
1012,239,286,1,353.33,353.33,0.0
1013,239,45,4,110.78,443.12,0.0
1014,239,201,5,155.86,779.3,0.0
1015,240,132,4,218.17,872.68,0.0
1016,240,302,5,26.8,134.0,0.0
1017,241,17,5,464.81,2324.05,0.0
1018,241,212,2,309.24,618.48,0.0
1019,241,211,5,335.55,1677.75,0.0
1020,241,56,4,297.99,1191.96,0.0
1021,241,40,1,93.39,93.39,0.0
1022,242,336,1,445.43,445.43,0.0
1023,242,169,4,121.82,487.28,0.0
1024,242,281,1,293.07,293.07,0.0
1025,242,158,2,317.82,612.52,23.12
1026,243,260,2,218.08,436.16,0.0
1027,243,252,5,129.59,647.95,0.0
1028,243,134,1,15.32,15.32,0.0
1029,243,175,4,491.59,1966.36,0.0
1030,243,168,3,184.84,518.63,35.89
1031,243,85,3,350.1,1050.3,0.0
1032,243,106,1,483.42,483.42,0.0
1033,244,341,5,47.43,237.15,0.0
1034,244,297,1,418.09,418.09,0.0
1035,245,128,5,188.18,940.9,0.0
1036,246,339,5,157.63,788.15,0.0
1037,247,298,5,308.09,1540.45,0.0
1038,247,164,3,146.62,439.86,0.0
1039,247,234,4,193.02,772.08,0.0
1040,247,40,3,93.39,280.17,0.0
1041,247,21,4,214.67,858.68,0.0
1042,247,128,3,188.18,539.15,25.39
1043,247,107,3,66.18,198.54,0.0
1044,247,100,4,481.2,1924.8,0.0
1045,248,196,4,346.8,1290.39,96.81
1046,248,112,2,451.34,902.68,0.0
1047,248,152,4,437.14,1748.56,0.0
1048,248,66,5,426.22,2131.1,0.0
1049,248,277,3,144.14,432.42,0.0
1050,248,280,5,228.74,1143.7,0.0
1051,248,214,3,459.04,1377.12,0.0
1052,249,201,3,112.91,338.73,0.0
1053,249,66,1,426.22,426.22,0.0
1054,250,32,3,372.5,1117.5,0.0
1055,250,338,1,412.83,412.83,0.0
1056,250,301,5,183.26,916.3,0.0
1057,250,278,4,481.57,1926.28,0.0
1058,250,102,3,373.86,1121.58,0.0
1059,250,62,5,64.92,324.6,0.0
1060,250,141,2,454.98,909.96,0.0
1061,251,138,4,323.28,1293.12,0.0
1062,251,90,2,292.06,584.12,0.0
1063,251,277,2,144.14,288.28,0.0
1064,251,215,4,223.71,894.84,0.0
1065,251,38,3,115.1,345.3,0.0
1066,251,220,2,489.47,978.94,0.0
1067,251,157,2,154.07,308.14,0.0
1068,252,34,2,371.91,743.82,0.0
1069,252,292,2,98.38,196.76,0.0
1070,252,87,5,206.96,1034.8,0.0
1071,252,332,5,348.12,1740.6,0.0
1072,252,210,1,378.11,378.11,0.0
1073,253,217,4,41.15,164.6,0.0
1074,253,280,3,228.74,686.22,0.0
1075,254,8,5,233.82,1169.1,0.0
1076,254,215,5,223.71,1118.55,0.0
1077,254,86,1,441.02,441.02,0.0
1078,255,328,3,355.06,1065.18,0.0
1079,255,321,5,19.51,97.55,0.0
1080,256,157,3,154.07,462.21,0.0
1081,256,284,2,5.33,10.66,0.0
1082,256,251,2,73.73,147.46,0.0
1083,256,275,1,127.53,127.53,0.0
1084,256,112,3,451.34,1354.02,0.0
1085,257,303,1,116.14,116.14,0.0
1086,257,49,5,128.35,641.75,0.0
1087,257,164,2,146.62,293.24,0.0
1088,257,231,1,457.99,457.99,0.0
1089,257,44,5,417.69,2088.45,0.0
1090,258,253,4,169.45,677.8,0.0
1091,258,271,5,160.72,803.6,0.0
1092,258,96,1,489.28,489.28,0.0
1093,258,52,2,281.34,562.68,0.0
1094,258,45,1,110.78,110.78,0.0
1095,258,143,1,459.38,459.38,0.0
1096,259,87,1,206.96,206.96,0.0
1097,259,262,1,62.45,62.45,0.0
1098,259,301,2,183.26,366.52,0.0
1099,259,286,1,353.33,353.33,0.0
1100,259,167,3,248.45,745.35,0.0
1101,259,231,2,457.99,915.98,0.0
1102,260,33,4,453.14,1812.56,0.0
1103,260,260,1,218.08,218.08,0.0
1104,260,49,1,128.35,128.35,0.0
1105,260,118,3,216.01,648.03,0.0
1106,261,250,-2,11.11,-22.22,0.0
1107,262,57,5,230.08,1150.4,0.0
1108,262,178,4,467.7,1870.8,0.0
1109,263,141,3,454.98,1364.94,0.0
1110,263,240,1,232.2,182.15,50.05
1111,264,13,2,322.28,644.56,0.0
1112,264,110,2,188.65,377.3,0.0
1113,264,156,3,280.38,766.17,74.97
1114,264,184,1,124.66,124.66,0.0
1115,264,63,1,11.26,11.26,0.0
1116,264,257,2,124.8,249.6,0.0
1117,265,5,2,150.12,300.24,0.0
1118,265,112,1,451.34,451.34,0.0
1119,266,330,1,460.91,460.91,0.0
1120,266,147,2,184.49,368.98,0.0
1121,266,132,5,218.17,1090.85,0.0
1122,266,196,2,346.8,693.6,0.0
1123,266,291,1,278.93,216.68,62.25
1124,266,224,4,337.9,1351.6,0.0
1125,266,244,4,284.16,1136.64,0.0
1126,266,142,4,46.74,186.96,0.0
1127,267,19,1,118.33,118.33,0.0
1128,267,279,1,164.44,164.44,0.0
1129,267,303,3,116.14,327.02,21.4
1130,267,293,4,40.15,160.6,0.0
1131,267,275,5,127.53,616.35,21.3
1132,267,35,5,435.69,2178.45,0.0
1133,267,90,4,292.06,1168.24,0.0
1134,268,259,5,385.63,1928.15,0.0
1135,268,273,4,21.18,84.72,0.0
1136,268,328,3,355.06,1065.18,0.0
1137,268,144,4,281.19,1124.76,0.0
1138,268,349,4,449.03,1796.12,0.0
1139,269,296,5,309.94,1549.7,0.0
1140,269,244,4,284.16,1136.64,0.0
1141,269,213,1,333.73,333.73,0.0
1142,269,301,5,183.26,916.3,0.0
1143,269,249,3,280.71,842.13,0.0
1144,269,68,3,150.65,451.95,0.0
1145,269,329,5,345.81,1729.05,0.0
1146,270,338,2,412.83,825.66,0.0
1147,271,189,4,383.38,1512.34,21.18
1148,271,290,4,74.31,297.24,0.0
1149,271,66,4,426.22,1704.88,0.0
1150,272,126,5,415.58,2077.9,0.0
1151,272,172,1,65.71,65.71,0.0
1152,272,198,4,434.49,1651.41,86.55
1153,273,128,2,188.18,376.36,0.0
1154,274,142,5,46.74,233.7,0.0
1155,274,235,2,398.51,716.15,80.87
1156,274,196,1,346.8,346.8,0.0
1157,274,10,4,75.72,302.88,0.0
1158,274,113,1,485.69,485.69,0.0
1159,274,185,2,407.67,815.34,0.0
1160,274,169,5,121.82,609.1,0.0
1161,275,127,3,203.39,610.17,0.0
1162,275,255,5,191.15,955.75,0.0
1163,275,219,1,482.25,482.25,0.0
1164,275,345,2,197.11,394.22,0.0
1165,275,97,3,32.78,89.7,8.64
1166,275,70,3,346.63,1039.89,0.0
1167,275,274,2,137.61,275.22,0.0
1168,275,99,2,9.65,19.3,0.0
1169,276,318,5,442.29,2211.45,0.0
1170,276,285,1,128.94,128.94,0.0
1171,277,259,5,385.63,1928.15,0.0
1172,277,93,3,169.34,508.02,0.0
1173,277,222,-1,107.01,-107.01,0.0
1174,278,67,3,474.29,1422.87,0.0
1175,278,252,1,129.59,129.59,0.0
1176,278,289,1,307.11,307.11,0.0
1177,278,302,4,26.8,107.2,0.0
1178,278,265,4,399.89,1520.65,78.91
1179,278,220,2,489.47,978.94,0.0
1180,278,228,5,125.21,626.05,0.0
1181,278,84,2,230.14,460.28,0.0
1182,279,284,5,5.33,26.65,0.0
1183,279,11,4,257.22,1028.88,0.0
1184,279,123,5,65.5,327.5,0.0
1185,280,229,3,338.47,1015.41,0.0
1186,280,2,5,423.18,2115.9,0.0
1187,280,114,4,407.46,1577.5,52.34
1188,281,296,1,309.94,309.94,0.0
1189,282,112,5,451.34,2256.7,0.0
1190,282,93,3,169.34,508.02,0.0
1191,282,314,2,428.03,856.06,0.0
1192,282,63,5,11.26,56.3,0.0
1193,282,115,3,91.38,274.14,0.0
1194,283,139,1,154.9,154.9,0.0
1195,284,336,4,445.43,1781.72,0.0
1196,284,196,4,346.8,1387.2,0.0
1197,284,30,5,136.27,681.35,0.0
1198,284,44,4,417.69,1670.76,0.0
1199,284,271,3,160.72,482.16,0.0
1200,285,258,2,255.77,511.54,0.0
1201,285,31,2,490.32,980.64,0.0
1202,285,140,3,42.98,128.94,0.0
1203,286,225,-2,474.52,-1037.19,88.15
1204,286,316,2,102.89,205.78,0.0
1205,286,87,2,206.96,413.92,0.0
1206,286,39,3,432.85,1298.55,0.0
1207,287,15,4,60.37,241.48,0.0
1208,287,299,1,250.72,250.72,0.0
1209,287,23,5,364.45,1822.25,0.0
1210,288,29,4,231.33,925.32,0.0
1211,288,333,5,441.48,2207.4,0.0
1212,288,327,5,471.25,2356.25,0.0
1213,288,169,5,121.82,609.1,0.0
1214,288,263,4,221.89,887.56,0.0
1215,289,131,3,32.12,96.36,0.0
1216,289,6,1,148.25,148.25,0.0
1217,289,105,2,267.77,535.54,0.0
1218,289,245,1,53.35,53.35,0.0
1219,289,202,5,466.85,2334.25,0.0
1220,289,70,5,346.63,1733.15,0.0
1221,289,190,5,469.78,2348.9,0.0
1222,289,209,1,47.94,47.94,0.0
1223,290,30,2,136.27,272.54,0.0
1224,290,264,5,401.02,2005.1,0.0
1225,290,305,2,8.94,17.88,0.0
1226,290,159,1,333.86,294.47,39.39
1227,290,130,2,175.86,351.72,0.0
1228,290,27,1,204.87,148.68,56.19
1229,290,107,5,66.18,315.41,15.49
1230,290,145,5,458.79,2293.95,0.0
1231,291,336,1,445.43,445.43,0.0
1232,291,265,5,399.89,1999.45,0.0
1233,291,103,1,379.01,359.19,19.82
1234,291,168,5,184.84,924.2,0.0
1235,292,275,4,127.53,510.12,0.0
1236,292,21,5,214.67,1073.35,0.0
1237,292,176,4,41.51,166.04,0.0
1238,292,152,5,437.14,2185.7,0.0
1239,292,39,4,432.85,1731.4,0.0
1240,292,62,1,64.92,59.71,5.21
1241,292,332,5,348.12,1740.6,0.0
1242,293,301,1,183.26,183.26,0.0
1243,293,214,1,459.04,459.04,0.0
1244,293,130,5,175.86,868.68,10.62
1245,293,83,1,169.99,169.99,0.0
1246,293,162,4,490.51,1962.04,0.0
1247,293,224,4,337.9,1285.75,65.85
1248,293,57,5,230.08,1150.4,0.0
1249,293,116,4,67.75,271.0,0.0
1250,294,142,1,46.74,46.74,0.0
1251,294,170,3,382.73,1148.19,0.0
1252,295,156,1,262.1,262.1,0.0
1253,295,44,5,417.69,2088.45,0.0
1254,295,339,1,157.63,157.63,0.0
1255,295,158,-2,317.82,-635.64,0.0
1256,295,98,3,306.7,920.1,0.0
1257,295,204,3,241.34,724.02,0.0
1258,295,275,2,127.53,255.06,0.0
1259,296,199,3,471.04,1413.12,0.0
1260,296,146,4,323.53,1294.12,0.0
1261,296,307,5,5.72,27.19,1.41
1262,296,334,3,400.6,1201.8,0.0
1263,296,126,2,415.58,831.16,0.0
1264,296,204,2,241.34,482.68,0.0
1265,297,262,5,62.45,312.25,0.0
1266,297,116,1,67.75,67.75,0.0
1267,297,45,3,110.78,332.34,0.0
1268,297,84,1,230.14,230.14,0.0
1269,297,322,1,330.15,330.15,0.0
1270,298,338,1,412.83,412.83,0.0
1271,298,91,5,230.4,1152.0,0.0
1272,298,319,5,143.49,717.45,0.0
1273,298,293,5,40.15,200.75,0.0
1274,298,36,5,391.16,1955.8,0.0
1275,298,309,3,52.31,148.92,8.01
1276,299,224,3,337.9,1013.7,0.0
1277,299,264,5,401.02,2005.1,0.0
1278,299,299,3,250.72,684.69,67.47
1279,299,173,5,37.14,185.7,0.0
1280,299,176,3,41.51,122.22,2.31
1281,300,288,2,160.11,320.22,0.0
1282,300,289,4,307.11,1228.44,0.0
1283,300,228,5,125.21,626.05,0.0
1284,300,167,3,265.91,797.73,0.0
1285,300,56,4,297.99,1191.96,0.0
1286,300,15,2,60.37,114.28,6.46
1287,301,207,2,426.27,852.54,0.0
1288,301,147,-3,184.49,-553.47,0.0
1289,301,74,-3,283.61,-916.98,66.15
1290,301,137,2,303.19,606.38,0.0
1291,302,283,5,395.21,1976.05,0.0
1292,302,193,4,168.96,675.84,0.0
1293,302,301,3,183.26,549.78,0.0
1294,303,224,5,337.9,1689.5,0.0
1295,303,107,4,66.18,264.72,0.0
1296,304,80,4,204.24,816.96,0.0
1297,304,50,3,408.43,1225.29,0.0
1298,304,122,2,51.15,102.3,0.0
1299,305,202,5,466.85,2204.4,129.85
1300,306,123,4,65.5,262.0,0.0
1301,306,99,5,9.65,48.25,0.0
1302,306,255,1,191.15,191.15,0.0
1303,306,267,3,102.55,291.53,16.12
1304,307,59,1,186.71,186.71,0.0
1305,307,314,2,428.03,856.06,0.0
1306,307,84,3,230.14,690.42,0.0
1307,307,101,2,289.53,579.06,0.0
1308,308,290,1,74.31,74.31,0.0
1309,308,241,3,191.7,560.23,14.87
1310,308,315,2,103.08,190.41,15.75
1311,309,52,1,289.31,289.31,0.0
1312,309,281,-1,293.07,-293.07,0.0
1313,309,87,4,206.96,827.84,0.0
1314,309,182,5,404.64,2023.2,0.0
1315,309,328,5,355.06,1775.3,0.0
1316,309,281,5,293.07,1465.35,0.0
1317,309,100,4,481.2,1841.19,83.61
1318,310,244,4,284.16,1136.64,0.0
1319,310,236,4,29.01,116.04,0.0
1320,310,178,5,467.7,2338.5,0.0
1321,310,192,3,422.09,1266.27,0.0
1322,310,65,4,73.8,295.2,0.0
1323,311,176,2,41.51,76.14,6.88
1324,311,343,5,401.22,2006.1,0.0
1325,312,291,5,278.93,1343.67,50.98
1326,312,237,4,189.73,758.92,0.0
1327,312,303,4,116.14,464.56,0.0
1328,312,43,1,151.35,151.35,0.0
1329,312,41,3,195.67,587.01,0.0
1330,312,298,1,308.09,308.09,0.0
1331,313,76,3,343.48,1030.44,0.0
1332,313,171,2,261.28,522.56,0.0
1333,313,2,1,55.09,55.09,0.0
1334,313,305,4,8.94,35.76,0.0
1335,313,275,4,127.53,510.12,0.0
1336,313,262,5,62.45,312.25,0.0
1337,314,43,2,151.35,302.7,0.0
1338,314,35,2,438.43,876.86,0.0
1339,315,285,2,128.94,257.88,0.0
1340,315,200,2,88.68,177.36,0.0
1341,315,27,1,204.87,204.87,0.0
1342,315,165,3,172.74,518.22,0.0
1343,315,148,3,55.06,165.18,0.0
1344,315,216,2,231.12,421.05,41.19
1345,315,192,1,422.09,422.09,0.0
1346,316,4,1,50.91,50.91,0.0
1347,317,325,3,120.15,350.91,9.54
1348,317,38,2,115.1,230.2,0.0
1349,317,193,5,168.96,844.8,0.0
1350,317,272,1,250.01,250.01,0.0
1351,317,189,3,383.38,1150.14,0.0
1352,317,106,2,483.42,966.84,0.0
1353,318,5,4,150.12,600.48,0.0
1354,318,249,1,280.71,280.71,0.0
1355,318,144,5,281.19,1405.95,0.0
1356,318,126,2,415.58,831.16,0.0
